Date,rank,title,search,summary,source,link
16/11/2018,5,Fantastic Beasts: The Crimes of Grindelwald,500K+,Fantastic Beasts: The Crimes of Grindelwald feels like a giant prologue for ...,Vox | 4d ago,https://www.vox.com/2018/11/16/18098967/fantastic-beasts-crimes-of-grindelwald-review
16/11/2018,6,Instant Family,200K+,'Instant Family' is more than its marketing,Washington Post | 5d ago,https://www.washingtonpost.com/express/2018/11/16/instant-family-is-more-than-its-marketing/
16/11/2018,7,Al b. Sure!,200K+,Al B. Sure! Pays Tribute to 'Forever My Lady' Kim Porter: See the Photo,Billboard | 5d ago,https://www.billboard.com/articles/news/8485542/al-b-sure-tribute-to-kim-porter-photo
16/11/2018,8,Fashion Nova,200K+,Why Cardi B (and every other celebrity on Instagram) loves Fashion Nova,Vox | 6d ago,https://www.vox.com/the-goods/2018/11/15/18097465/cardi-b-fashion-nova-instagram-influencers-clothing-collection
16/11/2018,9,Widows,200K+,The Surprising Empathy of 'Widows',Hollywood Reporter | 4d ago,https://www.hollywoodreporter.com/heat-vision/how-widows-rethinks-violence-movies-1161748
16/11/2018,10,Carmelo Anthony,200K+,Carmelo Anthony update: Warriors have no interest in signing 10-time All-Star ...,CBSSports.com | 5d ago,https://www.cbssports.com/nba/news/carmelo-anthony-update-warriors-have-no-interest-in-signing-10-time-all-star-report-says/
16/11/2018,11,School closings,200K+,"School closings and delays in the DC area for Friday, Nov. 16",Washington Post | 6d ago,https://www.washingtonpost.com/local/school-closings-and-delays-in-the-dc-area-for-friday-nov-16/2018/11/15/b850119e-e928-11e8-85cb-5d266381f5b4_story.html
16/11/2018,12,School closings Today,100K+,"School closings, delays for Friday, Nov. 16, 2018",WSLS 10 | 6d ago,https://www.wsls.com/news/virginia/southwest-virginia/school-closings-and-delays-for-friday-november-16-2018
16/11/2018,13,Iggy Azalea,100K+,Iggy Azalea Says She's Signed a $2.7 Million Deal,Variety | 5d ago,https://variety.com/2018/biz/news/iggy-azalea-says-shes-signed-a-2-7-million-deal-1203030526/
16/11/2018,14,air quality Sacramento,100K+,"See which Sacramento-area schools, colleges are closed Friday due to air quality",Sacramento Bee | 6d ago,https://www.sacbee.com/news/local/education/article221700665.html
16/11/2018,15,Warriors vs Rockets,100K+,"Warriors vs. Rockets score: Golden State blown out as Durant, Draymond share ...",CBSSports.com | 5d ago,https://www.cbssports.com/nba/news/warriors-vs-rockets-score-golden-state-blown-out-as-durant-draymond-share-court-for-first-time-since-altercation/
16/11/2018,16,Turkey Recall,100K+,Jennie-O recalls 91000 pounds of turkey products due to salmonella risk,Milwaukee Journal Sentinel | 4d ago,https://www.jsonline.com/story/money/2018/11/17/jennie-o-recalls-91-000-pounds-turkey-products-due-salmonella-risk/2037608002/
16/11/2018,17,Lil Peep,100K+,Lil Peep Fans Hold Worldwide Memorial Events on Anniversary of Death,Complex | 5d ago,https://www.complex.com/music/2018/11/lil-peep-fans-worldwide-memorial-events-anniversary-of-death
16/11/2018,18,Joe Perry,100K+,"Aerosmith's Joe Perry released from the hospital, is 'home and doing well'",USA TODAY | 5d ago,https://www.usatoday.com/story/life/music/2018/11/16/aerosmiths-joe-perry-released-hospital-home-and-doing-well/2027044002/
16/11/2018,19,hyperemesis,100K+,"Pregnant Amy Schumer has hyperemesis, extreme morning sickness, and women feel ...",Kansas City Star | 5d ago,https://www.kansascity.com/news/nation-world/article221760390.html
16/11/2018,20,Duke Energy,50K+,SPONSORED: Duke Energy teams up to shut down scammers and protect customers,WTSP.com | 5d ago,https://www.wtsp.com/article/news/sponsored-duke-energy-teams-up-to-shut-down-scammers-and-protect-customers/67-615226451
15/11/2018,1,Keith Urban,500K+,Keith Urban: 'California fire disaster brings back awful childhood memories',Music News | 6d ago,http://www.music-news.com/news/UK/117284/Keith-Urban-California-fire-disaster-brings-back-awful-childhood-memories
15/11/2018,2,Michael Avenatti,500K+,Michael Avenatti 'still considering' running for president after domestic ...,USA TODAY | 6d ago,https://www.usatoday.com/story/news/politics/2018/11/15/michael-avenatti-still-considering-run-president-after-domestic-violence-arrest/2019880002/
15/11/2018,3,LeBron James,200K+,"When will LeBron James surpass other legends, become greatest scorer of all-time?",USA TODAY | 6d ago,https://www.usatoday.com/story/sports/nba/lakers/2018/11/15/lebron-james-when-nba-great-become-greatest-scorer-ever/2009863002/
15/11/2018,4,Kewan Platt,200K+,Division III basketball player apologizes for brutal sucker punch,Washington Post | 1w ago,https://www.washingtonpost.com/sports/2018/11/14/division-iii-basketball-player-suspended-indefinitely-after-brutal-sucker-punch/
15/11/2018,5,Jeff Rohrer,100K+,Retired NFL Player Jeff Rohrer Opens Up About His 'Real Modern Family' After ...,PEOPLE.com | 5d ago,https://people.com/sports/jeff-rohrer-gay-joshua-ross-love-story-real-modern-family/
15/11/2018,6,Southern California wildfires,100K+,The Latest: Firefighter on California blaze struck by car,Pacifica Tribune | 6d ago,https://www.mercurynews.com/2018/11/15/the-latest-cool-weather-aids-fight-of-north-california-fire/
15/11/2018,7,76ers,100K+,"Carson Wentz, Eagles welcome Jimmy Butler to 76ers, say 'he's got the attitude ...",CBSSports.com | 6d ago,https://www.cbssports.com/nba/news/carson-wentz-eagles-welcome-jimmy-butler-to-76ers-say-hes-got-the-attitude-for-philly/
15/11/2018,8,Luke Combs,100K+,Luke Combs Sort of Credits Eric Church for His CMA New Artist of the Year Win,Taste of Country | 6d ago,http://tasteofcountry.com/luke-combs-new-artist-of-year-2018-cma-awards/
15/11/2018,9,Michigan basketball,100K+,Chase Winovich: 'Revenge Tour' extends to Michigan basketball,247Sports | 6d ago,https://247sports.com/Article/Michigan-football-Chase-Winovich-Wolverines-basketball-revenge-tour-villanova-124772029/
15/11/2018,10,Ricky Skaggs,100K+,Ricky Skaggs' CMA Awards Performance Becomes an All-Star Picking Contest,Taste of Country | 6d ago,http://tasteofcountry.com/ricky-skaggs-cma-awards-medley-performance/
15/11/2018,11,Bitcoin,100K+,"Bitcoin se hunde por debajo de 6.000 dólares, el nivel más bajo en ...",CNN | 5d ago,https://cnnespanol.cnn.com/2018/11/16/bitcoin-hunde-dolares-nivel-mas-bajo-mas-de-un-ano/
15/11/2018,12,offset,100K+,British Land offices provide creature comfort to offset retail woe,Financial Times | 1w ago,https://www.ft.com/content/53765d26-e817-11e8-8a85-04b8afea6ea3
15/11/2018,13,Jessie J,50K+,Jessie J tells crowd she is unable to have children,CNN | 6d ago,https://www.cnn.com/2018/11/15/entertainment/jessie-j-cant-have-kids-concert/index.html
15/11/2018,14,Katherine MacGregor,50K+,"Katherine MacGregor, Cruel Mother on 'Little House,' Dies at 93",New York Times | 6d ago,https://www.nytimes.com/2018/11/15/obituaries/katherine-macgregor-dead.html
15/11/2018,15,Migos,50K+,"Drake, Migos headline 3 shows at Atlanta's State Farm Arena this weekend",11Alive.com WXIA | 6d ago,https://www.11alive.com/article/news/entertainment-news/drake-migos-headline-3-shows-at-atlantas-state-farm-arena-this-weekend/85-9546feb6-8873-467e-b4d9-d75754f6a18b
15/11/2018,16,Pistol Annies,50K+,Pistol Annies Deliver Rollicking 'Got My Name Changed Back' Performance at ...,Billboard | 6d ago,https://www.billboard.com/articles/columns/country/8485087/pistol-annies-got-my-name-changed-back-2018-cma-awards
15/11/2018,17,Miranda Lambert,50K+,Miranda Lambert Slams Sexism in Music: 'I Had to Sing with Someone with a ...,PEOPLE.com | 1w ago,https://people.com/country/miranda-lambert-had-sing-with-man-to-get-number-one-hit/
15/11/2018,19,Garth Brooks,50K+,Garth Brooks Surprises Wife Trisha Yearwood With a Never-Before-Heard Song,countryliving.com | 6d ago,https://www.countryliving.com/life/entertainment/a25133860/garth-brooks-song-trisha-yearwood-cma-awards-2018/
15/11/2018,20,Monopoly for Millennials,50K+,'Monopoly for Millennials' reminds players that 'adulting is hard',USA TODAY | 1w ago,https://www.usatoday.com/story/money/2018/11/14/monopoly-millennials/2003129002/
14/11/2018,1,Jill Scott,500K+,Jill Scott Seduced The Mic At A Concert and Black Twitter Proceeded To Lose ...,Essence | 1w ago,https://www.essence.com/love-sex/jill-scott-seduced-microphone-sexy-performance/
14/11/2018,2,Draymond Green,500K+,Bob Myers: Draymond Green's actions 'rose to the level' of suspension,ESPN | 1w ago,http://www.espn.com/nba/story/_/id/25269250/draymond-green-golden-state-warriors-suspended-dust-up
14/11/2018,3,CMA Awards November 2018,500K+,"CMA Awards 2018: Keith Urban upsets, Chris Stapleton steamrolls",USA TODAY | 6d ago,https://www.usatoday.com/story/life/music/2018/11/14/cma-awards-keith-urban-upsets-chris-stapleton-steamrolls/2009231002/
14/11/2018,4,Mira Ricardel,500K+,First Lady Melania Trump has never met the security official she wants fired ...,USA TODAY | 1w ago,https://www.usatoday.com/story/news/politics/2018/11/13/melania-trump-seeks-firing-national-security-official-mira-ricardel/1991164002/
14/11/2018,5,Le'Veon Bell,500K+,Don't judge Le'Veon yet: How Bell could change old NFL thinking,ESPN | 1w ago,http://www.espn.com/nfl/story/_/id/25274465/judge-leveon-yet-how-bell-change-old-nfl-thinking
14/11/2018,6,Amazon HQ2,200K+,Helipads and airport lounges: The perks cities offered for Amazon's HQ2,NBCNews.com | 1w ago,https://www.nbcnews.com/tech/tech-news/helipads-airport-lounges-perks-cities-offered-amazon-s-hq2-n936446
14/11/2018,7,Game of Thrones,100K+,"'Game of Thrones' Season 8 release date, character comebacks and everything ...",Fox News | 1w ago,https://www.foxnews.com/entertainment/game-of-thrones-season-8-release-date-character-comebacks-and-everything-else-you-need
14/11/2018,8,Juul,100K+,Juul Suspends Selling Most E-Cigarette Flavors in Stores,New York Times | 1w ago,https://www.nytimes.com/2018/11/13/health/juul-ecigarettes-vaping-teenagers.html
14/11/2018,9,Losartan RECALL 2018,100K+,FDA recalls another blood pressure drug for possible cancer risk,USA TODAY | 1w ago,https://www.usatoday.com/story/money/nation-now/2018/11/13/fda-losartan-recall-cancer-risk-tied-blood-pressure-drug/1985858002/
14/11/2018,10,Backstreet Boys,100K+,"Tell me whyyy, Kanye West and Mark Zuckerberg sing Backstreet Boys karaoke ...",USA TODAY | 6d ago,https://www.usatoday.com/story/life/entertainthis/2018/11/14/kanye-west-and-mark-zuckerberg-sing-backstreet-boys-karaoke-together/2008761002/
14/11/2018,11,Fallout 76 review,100K+,Fallout 76 is online and lonelier than ever,Ars Technica | 6d ago,https://arstechnica.com/gaming/2018/11/fallout-76-launch-impressions-a-crowded-lonely-wasteland/
14/11/2018,12,Becky Lynch,100K+,Ronda Rousey Throws Shots at Becky Lynch Before Survivor Series,Complex | 1w ago,https://www.complex.com/sports/2018/11/ronda-rousey-shots-becky-lynch-survivor-series
14/11/2018,13,El Chapo,100K+,Witness at El Chapo Trial Gives Master Class on Sinaloa Cartel,New York Times | 1w ago,https://www.nytimes.com/2018/11/14/nyregion/el-chapo-trial-brooklyn.html
14/11/2018,14,Jim Acosta,100K+,"Trump lawyers, CNN square off in federal court in Jim Acosta case",Washington Post | 1w ago,https://www.washingtonpost.com/lifestyle/style/trump-lawyers-cnn-square-off-in-federal-court-in-jim-acosta-case/2018/11/14/16988874-e863-11e8-a939-9469f1166f9d_story.html
14/11/2018,16,2018 Election Results,50K+,Democrats' blue wave was much larger than early takes suggested,Vox | 1w ago,https://www.vox.com/policy-and-politics/2018/11/13/18082490/blue-wave
14/11/2018,17,Markelle Fultz,50K+,The latest blow to Markelle Fultz's psyche may be the 76ers' Jimmy Butler trade,Washington Post | 1w ago,https://www.washingtonpost.com/sports/2018/11/14/latest-blow-markelle-fultzs-psyche-may-be-ers-jimmy-butler-trade/
14/11/2018,18,Kane Brown,50K+,"Meet Kane Brown, The 30 Under 30 Star Modernizing Country",Forbes | 1w ago,https://www.forbes.com/sites/natalierobehmed/2018/11/14/meet-kane-brown-the-30-under-30-star-modernizing-country/
14/11/2018,19,Monica Lewinsky,50K+,Monica Lewinsky's docu-series opens old wounds for Bill Clinton rape accuser ...,Fox News | 1w ago,https://www.foxnews.com/entertainment/monica-lewinskys-docu-series-opens-old-wounds-for-bill-clinton-rape-accuser-juanita-broaddrick
14/11/2018,20,Act,50K+,"Remarks by President Trump on HR 5682, the FIRST STEP Act",Whitehouse.gov (press release) | 1w ago,https://www.whitehouse.gov/briefings-statements/remarks-president-trump-h-r-5682-first-step-act/
13/11/2018,1,Stan Lee,10M+,"Stan Lee, Marvel Comics' Real-Life Superhero, Dies at 95",Hollywood Reporter | 12h ago,https://www.hollywoodreporter.com/heat-vision/stan-lee-dead-marvel-comics-real-life-superhero-was-95-721450
13/11/2018,2,49ers,1M+,"49ers vs. Giants: Preview, prediction, how to watch, statistics to know for ...",CBSSports.com | 14h ago,https://www.cbssports.com/nfl/news/49ers-vs-giants-preview-prediction-how-to-watch-statistics-to-know-for-monday-night-football/
13/11/2018,3,Jaden Smith,500K+,"Jaden Smith Calls Tyler, the Creator His 'Boyfriend' During Camp Flog Gnaw Set ...",Billboard | 8h ago,https://www.billboard.com/articles/news/pride/8484584/jaden-smith-tyler-the-creator-boyfriend-camp-flog-gnaw-video
13/11/2018,4,Detective Pikachu,500K+,The internet's horrified with Detective Pikachu,The Verge | 11h ago,https://www.theverge.com/2018/11/12/18088374/detective-pikachu-trailer-movie-memes-ryan-reynolds
13/11/2018,5,Kyrsten Sinema,200K+,Democrat Kyrsten Sinema wins Arizona Senate race after nail-biter against ...,NBCNews.com | 5h ago,https://www.nbcnews.com/politics/politics-news/democrat-kyrsten-sinema-wins-arizona-senate-race-after-nail-biter-n935206
13/11/2018,6,Toy Story 4,200K+,'Toy Story 4' Trailer: Introducing Forky,New York Times | 15h ago,https://www.nytimes.com/2018/11/12/movies/toy-story-4-trailer.html
13/11/2018,7,Caris LeVert,200K+,Caris LeVert suffers gruesome ankle injury on block attempt for Brooklyn Nets,SB Nation | 4h ago,https://www.sbnation.com/nba/2018/11/12/18090218/caris-levert-injury-video-brooklyn-nets-vs-minnesota-timberwolves
13/11/2018,9,Michael B Jordan,100K+,Michael B. Jordan Will Be King,GQ Magazine | 17h ago,https://www.gq.com/story/michael-b-jordan-men-of-the-year-2018
13/11/2018,10,Jordy Nelson,100K+,RUMOR: Jordy Nelson Will Retire After Another Awful Raiders Loss,12up | 15h ago,https://www.12up.com/posts/6221044-rumor-jordy-nelson-will-retire-after-another-awful-raiders-loss
13/11/2018,11,Travis Scott,100K+,Travis Scott's Next Album Might Be a Broadway Musical,Rolling Stone | 7h ago,https://www.rollingstone.com/music/music-news/travis-scotts-next-album-might-be-a-broadway-musical-755030/
13/11/2018,12,Michelle Obama,100K+,"'Becoming' Michelle Obama: Even the queen's shoes hurt, and 5 more things we ...",USA TODAY | 10h ago,https://www.usatoday.com/story/life/books/2018/11/12/becoming-michelle-obama-even-queens-shoes-hurt-and-5-more-things-we-didnt-know/1978954002/
13/11/2018,13,Senate election Results,50K+,Kyrsten Sinema beats out Martha McSally for Flake's Arizona Senate seat,ABC15 Arizona | 6h ago,https://www.abc15.com/news/region-phoenix-metro/central-phoenix/kyrsten-sinema-wins-highly-contested-race-for-senate-over-martha-mcsally
13/11/2018,14,Baraboo High School,50K+,"Nazi salutes in Baraboo High School prom photo spark outrage online, district ...",Sauk Prairie Eagle | 15h ago,https://www.wiscnews.com/baraboonewsrepublic/news/local/update-nazi-salutes-in-group-photo-of-boys-from-baraboo/article_3224ea4a-7423-5fc1-b2ca-20159f7129e5.html
13/11/2018,15,The Voice,50K+,Meet the Wisconsin artist competing on tonight's episode of 'The Voice',Channel3000.com - WISC-TV3 | 6h ago,https://www.channel3000.com/news/meet-the-wisconsin-artist-who-will-be-competing-on-tonight-s-episode-of-the-voice-/860384045
13/11/2018,16,Pneumonia,50K+,Pneumonia is a neglected problem: it is now time to act,The Lancet | 22h ago,https://www.thelancet.com/journals/lanres/article/PIIS2213-2600(18)30470-3/fulltext
13/11/2018,17,Nathan Peterman,50K+,The Bills have ended their Nathan Peterman experiment,Washington Post | 4h ago,https://www.washingtonpost.com/sports/2018/11/13/bills-have-ended-their-nathan-peterman-experiment/
13/11/2018,18,Brandon Marshall,50K+,"New Orleans Saints sign Brandon Marshall, Sean Payton confirms",The Advocate | 14h ago,https://www.theadvocate.com/new_orleans/sports/saints/article_206fb52e-e684-11e8-a231-8ff5a9c2bb7e.html
13/11/2018,19,Jemel Roberson,50K+,'They basically saw a black man with a gun:' Police kill armed guard after ...,Washington Post | 10h ago,http://www.washingtonpost.com/nation/2018/11/12/they-basically-saw-black-man-with-gun-police-kill-armed-guard-after-responding-call/
13/11/2018,20,Vanessa Marcil,50K+,Brian Austin Green's Ex Vanessa Marcil Claims He's Cut His Oldest Son Out of ...,Entertainment Tonight | 7h ago,https://www.etonline.com/brian-austin-greens-ex-vanessa-marcil-claims-hes-cut-his-oldest-son-out-of-his-life-113592
12/11/2018,1,Veterans Day,2M+,Veterans Day 2018: What's open and closed on Monday after the federal holiday,USA TODAY | 16h ago,https://www.usatoday.com/story/news/nation-now/2018/11/12/veterans-day-2018-whats-closed-monday-federal-holiday/1974664002/
12/11/2018,3,Patriots,1M+,Ex-Patriots RB Dion Lewis rips former team as 'cheap' after Titans' win,USA TODAY | 1d ago,https://www.usatoday.com/story/sports/nfl/titans/2018/11/11/new-england-patriots-tennessee-titans-dion-lewis/1970711002/
12/11/2018,4,California Wildfires,500K+,California Wildfires Updates: 42 Deaths Make Camp Fire Deadliest in State History,New York Times | 14h ago,https://www.nytimes.com/2018/11/12/us/california-fires-camp-fire.html
12/11/2018,5,Veterans Day Free Meals 2018,200K+,"Veterans Day Free Meals 2018: Freebies, Deals for Those Who Have Served, Are ...",Newsweek | 15h ago,https://www.newsweek.com/veterans-day-2018-deals-freebies-those-who-have-served-are-serving-1211944
12/11/2018,7,Seahawks vs Rams,200K+,"Rams vs. Seahawks odds, line: Top picks and predictions from expert who is 22 ...",CBSSports.com | 1d ago,https://www.cbssports.com/nfl/news/rams-vs-seahawks-odds-line-top-picks-and-predictions-from-expert-who-is-22-7-on-l-a-seattle-games/
12/11/2018,8,Raiders,200K+,Mark Davis takes blame for Raiders' 1-8 start: 'Buck stops with me',ESPN | 21h ago,http://www.espn.com/nfl/story/_/id/25252751/mark-davis-oakland-raiders-1-8-start-buck-stops-me
12/11/2018,9,People's Choice Awards,200K+,2018 People's Choice Awards: Complete winners list,ABC News | 14h ago,https://abcnews.go.com/GMA/Culture/2018-peoples-choice-awards-complete-winners-list/story?id=59138617
12/11/2018,10,Armistice Day,200K+,Armistice Day Celebrated Peace. That Peace Is Fraying.,Esquire.com | 15h ago,https://www.esquire.com/news-politics/politics/a25006037/armistice-day-veterans-day/
12/11/2018,11,Dan Crenshaw,200K+,Dan Crenshaw started the week as a punchline and ended it as a star. The real ...,Texas Tribune | 15h ago,https://www.texastribune.org/2018/11/12/meet-dan-crenshaw-new-texas-congressman-and-brief-snl-star/
12/11/2018,12,Dolphins vs Packers,200K+,"Packers: Positives, negatives from Week 10 vs. Dolphins",LomdardiAve | 6h ago,https://lombardiave.com/2018/11/12/packers-positives-negatives-week-10/
12/11/2018,14,Saints vs Bengals,200K+,Saints' offense erupts with five first-half TDs in win vs. Bengals,ESPN (blog) | 1d ago,http://www.espn.com/blog/new-orleans-saints/post/_/id/30894/saints-offense-erupts-with-five-first-half-touchdowns-vs-bengals
12/11/2018,15,Falcons vs Browns,100K+,What We Learned: Falcons vs. Browns,The Falcoholic | 13h ago,https://www.thefalcoholic.com/2018/11/12/18086264/what-we-learned-falcons-vs-browns
12/11/2018,16,Tom Herman,100K+,Former Ohio State assistant: Texas coach Tom Herman cheated on wife 'several ...,USA TODAY | 1d ago,https://www.usatoday.com/story/sports/ncaaf/2018/11/11/big-12-texas-coach-tom-herman-accused-adultery-former-ohio-state-coach/1972533002/
12/11/2018,17,Colts,100K+,"Colts Turn The Tide, Keep Andrew Luck Upright For Fourth Straight Game In Win ...",Colts.com | 10h ago,https://www.colts.com/news/colts-turn-the-tide-keep-andrew-luck-upright-for-fourth-straight-game-in-win-ove
12/11/2018,18,Barcelona,100K+,Real Betis's Barcelona tribute act is even better than the real thing,The Guardian (blog) | 14h ago,https://www.theguardian.com/football/blog/2018/nov/12/real-betiss-barcelona-tribute-act-is-even-better-than-the-real-thing
12/11/2018,19,Redskins vs Buccaneers,100K+,"Redskins vs. Buccaneers: Storylines, how to watch, and more",Riggo's Rag | 1d ago,https://riggosrag.com/2018/11/11/redskins-buccaneers-storylines-watch/
12/11/2018,20,Hillary Clinton,100K+,Here's why Hillary Clinton 4.0 is a terrible idea,CNN | 12h ago,https://www.cnn.com/2018/11/12/politics/hillary-clinton-2020-donald-trump/index.html
11/11/2018,1,Jimmy Butler,1M+,"Karl-Anthony Towns, Andrew Wiggins praise departing Jimmy Butler",ESPN | 1d ago,http://www.espn.com/nba/story/_/id/25249057/karl-anthony-towns-praises-departing-minnesota-timberwolves-teammate-jimmy-butler-one-hell-player
11/11/2018,2,CLEMSON FOOTBALL,500K+,Five things we learned from Clemson's win against Boston College,The State | 1d ago,https://www.thestate.com/sports/college/acc/clemson-university/article221499815.html
11/11/2018,3,Lakers vs Kings,200K+,Kings vs. Lakers Preview: This One Matters,Sactown Royalty | 2d ago,https://www.sactownroyalty.com/2018/11/10/18082138/kings-vs-lakers-preview-this-one-matters
11/11/2018,4,Veterans Day 2018 freebies,100K+,"Veterans Day 2018: All the sales, savings, and freebies vets can get",USA TODAY | 2d ago,https://www.usatoday.com/story/tech/reviewedcom/2018/11/10/veterans-day-2018-all-sales-savings-and-freebies-vets-can-get/38466107/
11/11/2018,5,Matt Barkley,100K+,"Bills, With Matt Barkley at Quarterback, Embarrass the Jets",New York Times | 1d ago,https://www.nytimes.com/2018/11/11/sports/buffalo-bills-matt-barkley-ny-jets.html
11/11/2018,6,Lil Wayne,100K+,"On 'SNL,' Lil Wayne And Future Address Consent",NPR | 1d ago,https://www.npr.org/2018/11/11/666679281/on-snl-lil-wayne-and-future-address-consent
11/11/2018,7,Teddy Geiger,100K+,Teddy Geiger and 'Schitt's Creek' star Emily Hampshire are engaged,USA TODAY | 2d ago,https://www.usatoday.com/story/life/people/2018/11/10/teddy-geiger-musician-and-schitts-creek-emily-hampshire-engaged/1957094002/
11/11/2018,8,Oklahoma football,100K+,Oklahoma vs. Oklahoma State score: No. 6 Sooners survive late score from ...,CBSSports.com | 2d ago,https://www.cbssports.com/college-football/news/oklahoma-vs-oklahoma-state-score-no-6-sooners-survive-late-score-from-cowboys-for-win-in-bedlam/
11/11/2018,9,Liev Schreiber,100K+,Saturday Night Live Recap: Liev Schreiber Has a Case of the Giggles,Vulture | 1d ago,https://www.vulture.com/2018/11/snl-recap-season-44-liev-schreiber-best-sketches.html
11/11/2018,10,Michigan vs Rutgers,100K+,Game Balls: Michigan vs Rutgers,Maize n Brew | 1d ago,https://www.maizenbrew.com/football/2018/11/11/18084864/game-balls-michigan-vs-rutgers
11/11/2018,11,Ohio State vs Mi State,100K+,"Ohio State vs. Michigan State RECAP, SCORE & STATS | College Football Week 11",NJ.com | 3d ago,https://www.nj.com/sports/index.ssf/2018/11/ohio_state_vs_michigan_state_time_tv_channel_lives.html
11/11/2018,12,Auburn vs Georgia,100K+,"Auburn vs. Georgia 2018 live stream: Time, TV channel, and how to watch online",SB Nation | 2d ago,https://www.sbnation.com/college-football/2018/11/10/18074436/georgia-auburn-2018-time-tv-schedule-watch-live-online-stream
11/11/2018,13,UFC Fight Night,50K+,"UFC Fight Night 139 Results: Winners, Bonuses, Highlights, Attendance And Gate",Forbes | 1d ago,https://www.forbes.com/sites/brianmazique/2018/11/11/ufc-fight-night-139-results-winners-bonuses-highlights-attendance-and-gate/
11/11/2018,14,Boca vs River,50K+,"Boca Juniors, River Plate share thrilling draw in Copa Libertadores final ...",ESPN | 1d ago,http://www.espn.com/soccer/report?gameId=528145
11/11/2018,15,Nets vs Warriors,50K+,"Nets vs. Warriors: LeVert, Russell, Allen Send Brooklyn Flying Into California ...",Brooklynnets.com | 2d ago,https://www.nba.com/nets/news/preview/2018/11/10/nets-vs-warriors-levert-russell-allen-send-brooklyn-flying-into-california-off-big-win
11/11/2018,16,Alabama vs Mississippi State,50K+,"Alabama vs. Mississippi State score, takeaways: No. 1 Tide notch second ...",CBSSports.com | 2d ago,https://www.cbssports.com/college-football/news/alabama-vs-mississippi-state-score-takeaways-no-1-tide-notch-second-straight-sec-west-shutout/
11/11/2018,17,Pitt Football,50K+,College Football Players of the Week: Qadree Ollison leads Pitt past Virginia Tech,CBSSports.com | 1d ago,https://www.cbssports.com/college-football/news/college-football-players-of-the-week-qadree-ollison-leads-pitt-past-virginia-tech/
11/11/2018,18,Justin Patton,50K+,Former Creighton star Justin Patton headed to 76ers in Jimmy Butler trade ...,KMTV - 3 News Now | 2d ago,https://www.3newsnow.com/omahasportsinsider/osi-college/osi-creighton/osi-creighton-mens-basketball/former-creighton-star-justin-patton-headed-to-76ers-in-jimmy-butler-trade-espn-reports
11/11/2018,19,Samsclub,50K+,Sam's Club Super November Sale Brings Black Friday Deals Now On Tons Of High ...,Hot Hardware | 2d ago,https://hothardware.com/news/sams-club-super-november-sale-brings-black-friday-deals-now-on-tons-of-high-tech-gear
11/11/2018,20,Wisconsin vs Penn State,50K+,"Wisconsin vs. Penn State RECAP, SCORE & STATS | College Football Week 11",NJ.com | 3d ago,https://www.nj.com/sports/index.ssf/2018/11/wisconsin_vs_penn_state_time_tv_channel_livestream.html
10/11/2018,1,Amanda Crowe artist,2M+,Who was Amanda Crowe? Google honors legendary Cherokee artist,Atlanta Journal Constitution | 3d ago,https://www.ajc.com/news/national/who-was-amanda-crowe-google-honors-legendary-cherokee-artist/92GgxN1Ld9FhShS1LUHzEK/
10/11/2018,2,Malibu Fire,1M+,"Firefighters brace for return of Santa Ana winds, 170000 Los Angeles residents ...",Curbed LA | 3d ago,https://la.curbed.com/2018/11/9/18079170/woolsey-evacuations-los-angeles-fire-ventura
10/11/2018,3,Dez Bryant,1M+,Dez Bryant likely faces 8-month recovery for torn Achilles,ESPN | 2d ago,http://www.espn.com/nfl/story/_/id/25233814/mri-confirms-torn-achilles-tendon-new-orleans-saints-receiver-dez-bryant
10/11/2018,4,Outlaw King,200K+,"Outlaw King Isn't Original, but It'll Do",Vanity Fair | 3d ago,https://www.vanityfair.com/hollywood/2018/11/outlaw-king-movie-review-chris-pine-netflix-braveheart
10/11/2018,5,Brenda Snipes,200K+,Whoops! Brenda Snipes' office mixed bad provisional ballots with good ones,Miami Herald | 3d ago,https://www.miamiherald.com/news/local/community/broward/article221452655.html
10/11/2018,6,air quality,200K+,Bad air quality from Camp Fire's smoke forces events in Sacramento to scrap plans,Sacramento Bee | 2d ago,https://www.sacbee.com/news/state/california/fires/article221486655.html
10/11/2018,7,Sinema,200K+,Sinema expands lead in Arizona Senate race,Politico | 3d ago,https://www.politico.com/story/2018/11/09/sinema-mcsally-arizona-senate-race-982562
10/11/2018,9,Malibu,100K+,En imágenes: el incendio forestal Woosley arrasa con las montañas ...,Univision | 3d ago,https://www.univision.com/noticias/incendios/en-imagenes-el-incendio-forestal-woosley-arrasa-con-las-montanas-de-malibu-california-fotos
10/11/2018,10,Marine Corps birthday,100K+,US Marine Corps birthday celebration in Fresno,KMPH Fox 26 | 1d ago,http://kmph.com/news/local/us-marine-corps-birthday-celebration-in-fresno
